geo_level,geo_code,religion,area,sex,total,geo_version
district,8,Christian,Urban,Female,156,2011
district,8,Sikh,Urban,Female,2844,2011
district,8,Buddhist,Urban,Female,3,2011
district,8,Jain,Urban,Female,3,2011
district,8,Other religions and persuasions,Urban,Female,3,2011
district,8,Religion not stated,Urban,Female,202,2011
district,9,Hindu,Rural,Female,189,2011
district,9,Muslim,Rural,Female,154008,2011
district,9,Christian,Rural,Female,160,2011
district,9,Sikh,Rural,Female,29,2011
district,9,Buddhist,Rural,Female,3,2011
district,9,Jain,Rural,Female,9,2011
district,9,Other religions and persuasions,Rural,Female,0,2011
district,9,Religion not stated,Rural,Female,210,2011
district,9,Hindu,Urban,Female,189,2011
district,9,Muslim,Urban,Female,29676,2011
district,9,Christian,Urban,Female,32,2011
district,9,Sikh,Urban,Female,6,2011
district,9,Buddhist,Urban,Female,1,2011
district,9,Jain,Urban,Female,0,2011
district,9,Other religions and persuasions,Urban,Female,2,2011
district,9,Religion not stated,Urban,Female,38,2011
district,10,Hindu,Rural,Female,10,2011
district,10,Muslim,Rural,Female,8382,2011
district,10,Christian,Rural,Female,1,2011
district,10,Sikh,Rural,Female,0,2011
district,10,Buddhist,Rural,Female,0,2011
district,10,Jain,Rural,Female,0,2011
district,10,Other religions and persuasions,Rural,Female,0,2011
district,10,Religion not stated,Rural,Female,4,2011
district,10,Hindu,Urban,Female,6605,2011
district,10,Muslim,Urban,Female,563716,2011
district,10,Christian,Urban,Female,974,2011
district,10,Sikh,Urban,Female,5212,2011
district,10,Buddhist,Urban,Female,114,2011
district,10,Jain,Urban,Female,35,2011
district,10,Other religions and persuasions,Urban,Female,1,2011
district,10,Religion not stated,Urban,Female,651,2011
district,11,Hindu,Rural,Female,379,2011
district,11,Muslim,Rural,Female,116052,2011
district,11,Christian,Rural,Female,128,2011
district,11,Sikh,Rural,Female,25,2011
district,11,Buddhist,Rural,Female,6,2011
district,11,Jain,Rural,Female,7,2011
district,11,Other religions and persuasions,Rural,Female,1,2011
district,11,Religion not stated,Rural,Female,94,2011
district,11,Hindu,Urban,Female,31,2011
district,11,Muslim,Urban,Female,21958,2011
district,11,Christian,Urban,Female,23,2011
district,11,Sikh,Urban,Female,3,2011
district,11,Buddhist,Urban,Female,0,2011
district,11,Jain,Urban,Female,0,2011
district,11,Other religions and persuasions,Urban,Female,0,2011
district,11,Religion not stated,Urban,Female,19,2011
district,12,Hindu,Rural,Female,1171,2011
district,12,Muslim,Rural,Female,225877,2011
district,12,Christian,Rural,Female,243,2011
district,12,Sikh,Rural,Female,4264,2011
district,12,Buddhist,Rural,Female,9,2011
district,12,Jain,Rural,Female,1,2011
district,12,Other religions and persuasions,Rural,Female,5,2011
district,12,Religion not stated,Rural,Female,312,2011
district,12,Hindu,Urban,Female,154,2011
district,12,Muslim,Urban,Female,35178,2011
district,12,Christian,Urban,Female,48,2011
district,12,Sikh,Urban,Female,65,2011
district,12,Buddhist,Urban,Female,0,2011
district,12,Jain,Urban,Female,1,2011
district,12,Other religions and persuasions,Urban,Female,3,2011
district,12,Religion not stated,Urban,Female,45,2011
district,13,Hindu,Rural,Female,299,2011
district,13,Muslim,Rural,Female,122087,2011
district,13,Christian,Rural,Female,181,2011
district,13,Sikh,Rural,Female,55,2011
district,13,Buddhist,Rural,Female,3,2011
district,13,Jain,Rural,Female,0,2011
district,13,Other religions and persuasions,Rural,Female,3,2011
district,13,Religion not stated,Rural,Female,66,2011
district,13,Hindu,Urban,Female,40,2011
district,13,Muslim,Urban,Female,6943,2011
district,13,Christian,Urban,Female,19,2011
district,13,Sikh,Urban,Female,23,2011
district,13,Buddhist,Urban,Female,1,2011
district,13,Jain,Urban,Female,0,2011
district,13,Other religions and persuasions,Urban,Female,0,2011
district,13,Religion not stated,Urban,Female,15,2011
district,14,Hindu,Rural,Female,840,2011
district,14,Muslim,Rural,Female,381170,2011
district,14,Christian,Rural,Female,440,2011
district,14,Sikh,Rural,Female,2099,2011
district,14,Buddhist,Rural,Female,8,2011
district,14,Jain,Rural,Female,2,2011
district,14,Other religions and persuasions,Rural,Female,4,2011
district,14,Religion not stated,Rural,Female,230,2011
district,14,Hindu,Urban,Female,330,2011
district,14,Muslim,Urban,Female,133164,2011
district,14,Christian,Urban,Female,164,2011
district,14,Sikh,Urban,Female,381,2011
district,14,Buddhist,Urban,Female,12,2011
district,14,Jain,Urban,Female,1,2011
district,14,Other religions and persuasions,Urban,Female,0,2011
district,14,Religion not stated,Urban,Female,80,2011
district,15,Hindu,Rural,Female,810,2011
district,15,Muslim,Rural,Female,166637,2011
district,15,Christian,Rural,Female,160,2011
district,15,Sikh,Rural,Female,450,2011
district,15,Buddhist,Rural,Female,7,2011
district,15,Jain,Rural,Female,12,2011
district,15,Other religions and persuasions,Rural,Female,4,2011
district,15,Religion not stated,Rural,Female,216,2011
district,15,Hindu,Urban,Female,133,2011
district,15,Muslim,Urban,Female,38370,2011
district,15,Christian,Urban,Female,36,2011
district,15,Sikh,Urban,Female,4,2011
district,15,Buddhist,Urban,Female,1,2011
district,15,Jain,Urban,Female,1,2011
district,15,Other religions and persuasions,Urban,Female,0,2011
district,15,Religion not stated,Urban,Female,22,2011
district,16,Hindu,Rural,Female,85390,2011
district,16,Muslim,Rural,Female,95818,2011
district,16,Christian,Rural,Female,138,2011
district,16,Sikh,Rural,Female,87,2011
district,16,Buddhist,Rural,Female,12,2011
district,16,Jain,Rural,Female,4,2011
district,16,Other religions and persuasions,Rural,Female,18,2011
district,16,Religion not stated,Rural,Female,350,2011
district,16,Hindu,Urban,Female,3979,2011
district,16,Muslim,Urban,Female,10424,2011
district,16,Christian,Urban,Female,10,2011
district,16,Sikh,Urban,Female,49,2011
district,16,Buddhist,Urban,Female,0,2011
district,16,Jain,Urban,Female,7,2011
district,16,Other religions and persuasions,Urban,Female,0,2011
district,16,Religion not stated,Urban,Female,9,2011
district,17,Hindu,Rural,Female,35378,2011
district,17,Muslim,Rural,Female,93456,2011
district,17,Christian,Rural,Female,135,2011
district,17,Sikh,Rural,Female,155,2011
district,17,Buddhist,Rural,Female,18,2011
district,17,Jain,Rural,Female,1,2011
district,17,Other religions and persuasions,Rural,Female,119,2011
district,17,Religion not stated,Rural,Female,323,2011
district,17,Hindu,Urban,Female,1804,2011
district,17,Muslim,Urban,Female,2982,2011
district,17,Christian,Urban,Female,26,2011
district,17,Sikh,Urban,Female,171,2011
district,17,Buddhist,Urban,Female,1,2011
district,17,Jain,Urban,Female,0,2011
district,17,Other religions and persuasions,Urban,Female,1,2011
district,17,Religion not stated,Urban,Female,11,2011
district,18,Hindu,Rural,Female,42773,2011
district,18,Muslim,Rural,Female,59492,2011
district,18,Christian,Rural,Female,105,2011
district,18,Sikh,Rural,Female,131,2011
district,18,Buddhist,Rural,Female,1026,2011
district,18,Jain,Rural,Female,3,2011
district,18,Other religions and persuasions,Rural,Female,241,2011
district,18,Religion not stated,Rural,Female,74,2011
district,18,Hindu,Urban,Female,1554,2011
district,18,Muslim,Urban,Female,5078,2011
district,18,Christian,Urban,Female,8,2011
district,18,Sikh,Urban,Female,23,2011
district,18,Buddhist,Urban,Female,12,2011
district,18,Jain,Urban,Female,0,2011
district,18,Other religions and persuasions,Urban,Female,0,2011
district,18,Religion not stated,Urban,Female,11,2011
district,19,Hindu,Rural,Female,187883,2011
district,19,Muslim,Rural,Female,25020,2011
district,19,Christian,Rural,Female,334,2011
district,19,Sikh,Rural,Female,280,2011
district,19,Buddhist,Rural,Female,20,2011
district,19,Jain,Rural,Female,18,2011
district,19,Other religions and persuasions,Rural,Female,114,2011
district,19,Religion not stated,Rural,Female,134,2011
district,19,Hindu,Urban,Female,39148,2011
district,19,Muslim,Urban,Female,3532,2011
district,19,Christian,Urban,Female,510,2011
district,19,Sikh,Urban,Female,1164,2011
district,19,Buddhist,Urban,Female,13,2011
district,19,Jain,Urban,Female,7,2011
district,19,Other religions and persuasions,Urban,Female,2,2011
district,19,Religion not stated,Urban,Female,22,2011
district,20,Hindu,Rural,Female,61270,2011
district,20,Muslim,Rural,Female,73238,2011
district,20,Christian,Rural,Female,202,2011
district,20,Sikh,Rural,Female,1416,2011
district,20,Buddhist,Rural,Female,4,2011
district,20,Jain,Rural,Female,3,2011
district,20,Other religions and persuasions,Rural,Female,0,2011
district,20,Religion not stated,Rural,Female,57,2011
district,20,Hindu,Urban,Female,10270,2011
district,20,Muslim,Urban,Female,1439,2011
district,20,Christian,Urban,Female,224,2011
district,20,Sikh,Urban,Female,76,2011
district,20,Buddhist,Urban,Female,0,2011
district,20,Jain,Urban,Female,0,2011
district,20,Other religions and persuasions,Urban,Female,0,2011
district,20,Religion not stated,Urban,Female,7,2011
district,21,Hindu,Rural,Female,317500,2011
district,21,Muslim,Rural,Female,25232,2011
district,21,Christian,Rural,Female,1164,2011
district,21,Sikh,Rural,Female,18370,2011
district,21,Buddhist,Rural,Female,35,2011
district,21,Jain,Rural,Female,15,2011
district,21,Other religions and persuasions,Rural,Female,86,2011
district,21,Religion not stated,Rural,Female,940,2011
district,21,Hindu,Urban,Female,286061,2011
district,21,Muslim,Urban,Female,25330,2011
district,21,Christian,Urban,Female,4485,2011
district,21,Sikh,Urban,Female,34804,2011
district,21,Buddhist,Urban,Female,169,2011
district,21,Jain,Urban,Female,934,2011
district,21,Other religions and persuasions,Urban,Female,64,2011
district,21,Religion not stated,Urban,Female,948,2011
district,22,Hindu,Rural,Female,108203,2011
district,22,Muslim,Rural,Female,9487,2011
district,22,Christian,Rural,Female,386,2011
district,22,Sikh,Rural,Female,7727,2011
district,22,Buddhist,Rural,Female,10,2011
district,22,Jain,Rural,Female,7,2011
district,22,Other religions and persuasions,Rural,Female,1,2011
district,22,Religion not stated,Rural,Female,97,2011
district,22,Hindu,Urban,Female,21178,2011
district,22,Muslim,Urban,Female,1155,2011
district,22,Christian,Urban,Female,486,2011
district,22,Sikh,Urban,Female,980,2011
district,22,Buddhist,Urban,Female,9,2011
district,22,Jain,Urban,Female,1,2011
district,22,Other religions and persuasions,Urban,Female,0,2011
district,22,Religion not stated,Urban,Female,47,2011
district,23,Hindu,Rural,Female,224413,2011
district,23,Muslim,Rural,Female,15228,2011
district,23,Christian,Rural,Female,168,2011
district,23,Sikh,Rural,Female,290,2011
district,23,Buddhist,Rural,Female,517,2011
district,23,Jain,Rural,Female,27,2011
district,23,Other religions and persuasions,Rural,Female,6,2011
district,23,Religion not stated,Rural,Female,360,2011
district,23,Hindu,Urban,Female,14519,2011
district,23,Muslim,Urban,Female,623,2011
district,23,Christian,Urban,Female,471,2011
district,23,Sikh,Urban,Female,771,2011
district,23,Buddhist,Urban,Female,355,2011
district,23,Jain,Urban,Female,8,2011
district,23,Other religions and persuasions,Urban,Female,0,2011
district,23,Religion not stated,Urban,Female,4,2011
district,24,Hindu,Rural,Female,701255,2011
district,24,Muslim,Rural,Female,8760,2011
district,24,Christian,Rural,Female,1215,2011
district,24,Sikh,Rural,Female,3659,2011
district,24,Buddhist,Rural,Female,2319,2011
district,24,Jain,Rural,Female,57,2011
district,24,Other religions and persuasions,Rural,Female,105,2011
district,24,Religion not stated,Rural,Female,1059,2011
district,24,Hindu,Urban,Female,35914,2011
district,24,Muslim,Urban,Female,323,2011
district,24,Christian,Urban,Female,214,2011
district,24,Sikh,Urban,Female,595,2011
district,24,Buddhist,Urban,Female,3930,2011
district,24,Jain,Urban,Female,38,2011
district,24,Other religions and persuasions,Urban,Female,3,2011
district,24,Religion not stated,Urban,Female,38,2011
district,25,Hindu,Rural,Female,4992,2011
district,25,Muslim,Rural,Female,21,2011
district,25,Christian,Rural,Female,63,2011
district,25,Sikh,Rural,Female,5,2011
district,25,Buddhist,Rural,Female,9887,2011
district,25,Jain,Rural,Female,1,2011
district,25,Other religions and persuasions,Rural,Female,0,2011
district,25,Religion not stated,Rural,Female,7,2011
district,25,Hindu,Urban,Female,0,2011
district,25,Muslim,Urban,Female,0,2011
district,25,Christian,Urban,Female,0,2011
district,25,Sikh,Urban,Female,0,2011
district,25,Buddhist,Urban,Female,0,2011
district,25,Jain,Urban,Female,0,2011
district,25,Other religions and persuasions,Urban,Female,0,2011
district,25,Religion not stated,Urban,Female,0,2011
district,26,Hindu,Rural,Female,185637,2011
district,26,Muslim,Rural,Female,865,2011
district,26,Christian,Rural,Female,494,2011
district,26,Sikh,Rural,Female,285,2011
district,26,Buddhist,Rural,Female,5540,2011
district,26,Jain,Rural,Female,25,2011
district,26,Other religions and persuasions,Rural,Female,38,2011
district,26,Religion not stated,Rural,Female,359,2011
district,26,Hindu,Urban,Female,16167,2011
district,26,Muslim,Urban,Female,284,2011
district,26,Christian,Urban,Female,267,2011
district,26,Sikh,Urban,Female,327,2011
district,26,Buddhist,Urban,Female,2136,2011
district,26,Jain,Urban,Female,17,2011
district,26,Other religions and persuasions,Urban,Female,1,2011
district,26,Religion not stated,Urban,Female,9,2011
district,27,Hindu,Rural,Female,464662,2011
district,27,Muslim,Rural,Female,3628,2011
district,27,Christian,Rural,Female,352,2011
district,27,Sikh,Rural,Female,763,2011
district,27,Buddhist,Rural,Female,1012,2011
district,27,Jain,Rural,Female,15,2011
district,27,Other religions and persuasions,Rural,Female,49,2011
district,27,Religion not stated,Rural,Female,609,2011
district,27,Hindu,Urban,Female,28344,2011
district,27,Muslim,Urban,Female,751,2011
district,27,Christian,Urban,Female,79,2011
district,27,Sikh,Urban,Female,1217,2011
district,27,Buddhist,Urban,Female,207,2011
district,27,Jain,Urban,Female,6,2011
district,27,Other religions and persuasions,Urban,Female,1,2011
district,27,Religion not stated,Urban,Female,17,2011
district,28,Hindu,Rural,Female,220540,2011
district,28,Muslim,Rural,Female,1518,2011
district,28,Christian,Rural,Female,113,2011
district,28,Sikh,Rural,Female,212,2011
district,28,Buddhist,Rural,Female,8,2011
district,28,Jain,Rural,Female,10,2011
district,28,Other religions and persuasions,Rural,Female,3,2011
district,28,Religion not stated,Rural,Female,186,2011
district,28,Hindu,Urban,Female,14677,2011
district,28,Muslim,Urban,Female,169,2011
district,28,Christian,Urban,Female,18,2011
district,28,Sikh,Urban,Female,61,2011
district,28,Buddhist,Urban,Female,41,2011
district,28,Jain,Urban,Female,131,2011
district,28,Other religions and persuasions,Urban,Female,0,2011
district,28,Religion not stated,Urban,Female,11,2011
district,29,Hindu,Rural,Female,218151,2011
district,29,Muslim,Rural,Female,6446,2011
district,29,Christian,Rural,Female,140,2011
district,29,Sikh,Rural,Female,11161,2011
district,29,Buddhist,Rural,Female,17,2011
district,29,Jain,Rural,Female,10,2011
district,29,Other religions and persuasions,Rural,Female,1,2011
district,29,Religion not stated,Rural,Female,80,2011
district,29,Hindu,Urban,Female,19344,2011
district,29,Muslim,Urban,Female,306,2011
district,29,Christian,Urban,Female,62,2011
district,29,Sikh,Urban,Female,1714,2011
district,29,Buddhist,Urban,Female,10,2011
district,29,Jain,Urban,Female,22,2011
district,29,Other religions and persuasions,Urban,Female,3,2011
district,29,Religion not stated,Urban,Female,14,2011
district,30,Hindu,Rural,Female,173350,2011
district,30,Muslim,Rural,Female,2531,2011
district,30,Christian,Rural,Female,90,2011
district,30,Sikh,Rural,Female,1037,2011
district,30,Buddhist,Rural,Female,53,2011
district,30,Jain,Rural,Female,4,2011
district,30,Other religions and persuasions,Rural,Female,4,2011
district,30,Religion not stated,Rural,Female,105,2011
district,30,Hindu,Urban,Female,11056,2011
district,30,Muslim,Urban,Female,792,2011
district,30,Christian,Urban,Female,32,2011
district,30,Sikh,Urban,Female,131,2011
district,30,Buddhist,Urban,Female,5,2011
district,30,Jain,Urban,Female,1,2011
district,30,Other religions and persuasions,Urban,Female,0,2011
district,30,Religion not stated,Urban,Female,1,2011
district,31,Hindu,Rural,Female,217252,2011
district,31,Muslim,Rural,Female,4836,2011
district,31,Christian,Rural,Female,345,2011
district,31,Sikh,Rural,Female,5650,2011
district,31,Buddhist,Rural,Female,119,2011
district,31,Jain,Rural,Female,46,2011
district,31,Other religions and persuasions,Rural,Female,38,2011
district,31,Religion not stated,Rural,Female,151,2011
district,31,Hindu,Urban,Female,39911,2011
district,31,Muslim,Urban,Female,1472,2011
district,31,Christian,Urban,Female,327,2011
district,31,Sikh,Urban,Female,982,2011
district,31,Buddhist,Urban,Female,150,2011
district,31,Jain,Urban,Female,233,2011
district,31,Other religions and persuasions,Urban,Female,5,2011
district,31,Religion not stated,Urban,Female,49,2011
district,32,Hindu,Rural,Female,206568,2011
district,32,Muslim,Rural,Female,13314,2011
district,32,Christian,Rural,Female,170,2011
district,32,Sikh,Rural,Female,5008,2011
district,32,Buddhist,Rural,Female,1116,2011
district,32,Jain,Rural,Female,20,2011
district,32,Other religions and persuasions,Rural,Female,38,2011
district,32,Religion not stated,Rural,Female,281,2011
district,32,Hindu,Urban,Female,21555,2011
district,32,Muslim,Urban,Female,2574,2011
district,32,Christian,Urban,Female,105,2011
district,32,Sikh,Urban,Female,2606,2011
district,32,Buddhist,Urban,Female,10,2011
district,32,Jain,Urban,Female,92,2011
district,32,Other religions and persuasions,Urban,Female,2,2011
district,32,Religion not stated,Urban,Female,107,2011
district,33,Hindu,Rural,Female,293685,2011
district,33,Muslim,Rural,Female,3342,2011
district,33,Christian,Rural,Female,365,2011
district,33,Sikh,Rural,Female,220,2011
district,33,Buddhist,Rural,Female,330,2011
district,33,Jain,Rural,Female,11,2011
district,33,Other religions and persuasions,Rural,Female,71,2011
district,33,Religion not stated,Rural,Female,340,2011
district,33,Hindu,Urban,Female,85616,2011
district,33,Muslim,Urban,Female,1268,2011
district,33,Christian,Urban,Female,572,2011
district,33,Sikh,Urban,Female,1669,2011
district,33,Buddhist,Urban,Female,1233,2011
district,33,Jain,Urban,Female,75,2011
district,33,Other religions and persuasions,Urban,Female,22,2011
district,33,Religion not stated,Urban,Female,152,2011
district,34,Hindu,Rural,Female,28162,2011
district,34,Muslim,Rural,Female,67,2011
district,34,Christian,Rural,Female,140,2011
district,34,Sikh,Rural,Female,39,2011
district,34,Buddhist,Rural,Female,9431,2011
district,34,Jain,Rural,Female,11,2011
district,34,Other religions and persuasions,Rural,Female,5,2011
district,34,Religion not stated,Rural,Female,17,2011
district,34,Hindu,Urban,Female,0,2011
district,34,Muslim,Urban,Female,0,2011
district,34,Christian,Urban,Female,0,2011
district,34,Sikh,Urban,Female,0,2011
district,34,Buddhist,Urban,Female,0,2011
district,34,Jain,Urban,Female,0,2011
district,34,Other religions and persuasions,Urban,Female,0,2011
district,34,Religion not stated,Urban,Female,0,2011
district,35,Hindu,Rural,Female,284600,2011
district,35,Muslim,Rural,Female,9435,2011
district,35,Christian,Rural,Female,71861,2011
district,35,Sikh,Rural,Female,411656,2011
district,35,Buddhist,Rural,Female,114,2011
district,35,Jain,Rural,Female,161,2011
district,35,Other religions and persuasions,Rural,Female,269,2011
district,35,Religion not stated,Rural,Female,5124,2011
district,35,Hindu,Urban,Female,218803,2011
district,35,Muslim,Urban,Female,3194,2011
district,35,Christian,Urban,Female,12107,2011
district,35,Sikh,Urban,Female,65644,2011
district,35,Buddhist,Urban,Female,57,2011
district,35,Jain,Urban,Female,119,2011
district,35,Other religions and persuasions,Urban,Female,99,2011
district,35,Religion not stated,Urban,Female,2463,2011
district,36,Hindu,Rural,Female,72410,2011
district,36,Muslim,Rural,Female,2908,2011
district,36,Christian,Rural,Female,1713,2011
district,36,Sikh,Rural,Female,176799,2011
district,36,Buddhist,Rural,Female,2455,2011
district,36,Jain,Rural,Female,21,2011
district,36,Other religions and persuasions,Rural,Female,58,2011
district,36,Religion not stated,Rural,Female,410,2011
district,36,Hindu,Urban,Female,84663,2011
district,36,Muslim,Urban,Female,1717,2011
district,36,Christian,Urban,Female,877,2011
district,36,Sikh,Urban,Female,43039,2011
district,36,Buddhist,Urban,Female,795,2011
district,36,Jain,Urban,Female,240,2011
district,36,Other religions and persuasions,Urban,Female,92,2011
district,36,Religion not stated,Urban,Female,660,2011
district,37,Hindu,Rural,Female,256768,2011
district,37,Muslim,Rural,Female,5942,2011
district,37,Christian,Rural,Female,5700,2011
district,37,Sikh,Rural,Female,229364,2011
district,37,Buddhist,Rural,Female,4367,2011
district,37,Jain,Rural,Female,65,2011
district,37,Other religions and persuasions,Rural,Female,220,2011
district,37,Religion not stated,Rural,Female,1203,2011
district,37,Hindu,Urban,Female,403051,2011
district,37,Muslim,Urban,Female,7580,2011
district,37,Christian,Urban,Female,6984,2011
district,37,Sikh,Urban,Female,120851,2011
district,37,Buddhist,Urban,Female,1228,2011
district,37,Jain,Urban,Female,1838,2011
district,37,Other religions and persuasions,Urban,Female,162,2011
district,37,Religion not stated,Urban,Female,3056,2011
district,38,Hindu,Rural,Female,367437,2011
district,38,Muslim,Rural,Female,9856,2011
district,38,Christian,Rural,Female,6166,2011
district,38,Sikh,Rural,Female,230567,2011
district,38,Buddhist,Rural,Female,1479,2011
district,38,Jain,Rural,Female,100,2011
district,38,Other religions and persuasions,Rural,Female,183,2011
district,38,Religion not stated,Rural,Female,1398,2011
district,38,Hindu,Urban,Female,120396,2011
district,38,Muslim,Urban,Female,1222,2011
district,38,Christian,Urban,Female,1036,2011
district,38,Sikh,Urban,Female,36180,2011
district,38,Buddhist,Urban,Female,213,2011
district,38,Jain,Urban,Female,854,2011
district,38,Other religions and persuasions,Urban,Female,88,2011
district,38,Religion not stated,Urban,Female,393,2011
district,39,Hindu,Rural,Female,148316,2011
district,39,Muslim,Rural,Female,2331,2011
district,39,Christian,Rural,Female,539,2011
district,39,Sikh,Rural,Female,83716,2011
district,39,Buddhist,Rural,Female,2460,2011
district,39,Jain,Rural,Female,23,2011
district,39,Other religions and persuasions,Rural,Female,112,2011
district,39,Religion not stated,Rural,Female,1279,2011
district,39,Hindu,Urban,Female,46161,2011
district,39,Muslim,Urban,Female,886,2011
district,39,Christian,Urban,Female,158,2011
district,39,Sikh,Urban,Female,12021,2011
district,39,Buddhist,Urban,Female,428,2011
district,39,Jain,Urban,Female,315,2011
district,39,Other religions and persuasions,Urban,Female,32,2011
district,39,Religion not stated,Urban,Female,242,2011
district,40,Hindu,Rural,Female,22703,2011
district,40,Muslim,Rural,Female,5358,2011
district,40,Christian,Rural,Female,584,2011
district,40,Sikh,Rural,Female,165683,2011
district,40,Buddhist,Rural,Female,6,2011
district,40,Jain,Rural,Female,20,2011
district,40,Other religions and persuasions,Rural,Female,89,2011
district,40,Religion not stated,Rural,Female,188,2011
district,40,Hindu,Urban,Female,45562,2011
district,40,Muslim,Urban,Female,2361,2011
district,40,Christian,Urban,Female,240,2011
district,40,Sikh,Urban,Female,36261,2011
district,40,Buddhist,Urban,Female,13,2011
district,40,Jain,Urban,Female,71,2011
district,40,Other religions and persuasions,Urban,Female,28,2011
district,40,Religion not stated,Urban,Female,201,2011
district,41,Hindu,Rural,Female,98014,2011
district,41,Muslim,Rural,Female,11539,2011
district,41,Christian,Rural,Female,1478,2011
district,41,Sikh,Rural,Female,562210,2011
district,41,Buddhist,Rural,Female,77,2011
district,41,Jain,Rural,Female,279,2011
district,41,Other religions and persuasions,Rural,Female,170,2011
district,41,Religion not stated,Rural,Female,1820,2011
district,41,Hindu,Urban,Female,586277,2011
district,41,Muslim,Urban,Female,23011,2011
district,41,Christian,Urban,Female,6590,2011
district,41,Sikh,Urban,Female,323026,2011
district,41,Buddhist,Urban,Female,830,2011
district,41,Jain,Urban,Female,9149,2011
district,41,Other religions and persuasions,Urban,Female,427,2011
district,41,Religion not stated,Urban,Female,6026,2011
district,42,Hindu,Rural,Female,27471,2011
district,42,Muslim,Rural,Female,3558,2011
district,42,Christian,Rural,Female,680,2011
district,42,Sikh,Rural,Female,329391,2011
district,42,Buddhist,Rural,Female,45,2011
district,42,Jain,Rural,Female,98,2011
district,42,Other religions and persuasions,Rural,Female,110,2011
district,42,Religion not stated,Rural,Female,1443,2011
district,42,Hindu,Urban,Female,46811,2011
district,42,Muslim,Urban,Female,813,2011
district,42,Christian,Urban,Female,868,2011
district,42,Sikh,Urban,Female,57313,2011
district,42,Buddhist,Urban,Female,35,2011
district,42,Jain,Urban,Female,104,2011
district,42,Other religions and persuasions,Urban,Female,65,2011
district,42,Religion not stated,Urban,Female,1021,2011
district,43,Hindu,Rural,Female,241054,2011
district,43,Muslim,Rural,Female,1646,2011
district,43,Christian,Rural,Female,4245,2011
district,43,Sikh,Rural,Female,451695,2011
district,43,Buddhist,Rural,Female,91,2011
district,43,Jain,Rural,Female,42,2011
district,43,Other religions and persuasions,Rural,Female,46,2011
district,43,Religion not stated,Rural,Female,1491,2011
district,43,Hindu,Urban,Female,181354,2011
district,43,Muslim,Urban,Female,1196,2011
district,43,Christian,Urban,Female,4873,2011
district,43,Sikh,Urban,Female,68511,2011
district,43,Buddhist,Urban,Female,86,2011
district,43,Jain,Urban,Female,517,2011
district,43,Other religions and persuasions,Urban,Female,75,2011
district,43,Religion not stated,Urban,Female,515,2011
district,44,Hindu,Rural,Female,45907,2011
district,44,Muslim,Rural,Female,1029,2011
district,44,Christian,Rural,Female,429,2011
district,44,Sikh,Rural,Female,259600,2011
district,44,Buddhist,Rural,Female,54,2011
district,44,Jain,Rural,Female,61,2011
district,44,Other religions and persuasions,Rural,Female,178,2011
district,44,Religion not stated,Rural,Female,245,2011
district,44,Hindu,Urban,Female,74326,2011
district,44,Muslim,Urban,Female,941,2011
district,44,Christian,Urban,Female,365,2011
district,44,Sikh,Urban,Female,42587,2011
district,44,Buddhist,Urban,Female,60,2011
district,44,Jain,Urban,Female,286,2011
district,44,Other religions and persuasions,Urban,Female,34,2011
district,44,Religion not stated,Urban,Female,172,2011
district,45,Hindu,Rural,Female,13558,2011
district,45,Muslim,Rural,Female,789,2011
district,45,Christian,Rural,Female,222,2011
district,45,Sikh,Rural,Female,174915,2011
district,45,Buddhist,Rural,Female,22,2011
district,45,Jain,Rural,Female,16,2011
district,45,Other religions and persuasions,Rural,Female,22,2011
district,45,Religion not stated,Rural,Female,131,2011
district,45,Hindu,Urban,Female,51673,2011
district,45,Muslim,Urban,Female,627,2011
district,45,Christian,Urban,Female,337,2011
district,45,Sikh,Urban,Female,47772,2011
district,45,Buddhist,Urban,Female,55,2011
district,45,Jain,Urban,Female,508,2011
district,45,Other religions and persuasions,Urban,Female,19,2011
district,45,Religion not stated,Urban,Female,171,2011
district,46,Hindu,Rural,Female,34823,2011
district,46,Muslim,Rural,Female,4221,2011
district,46,Christian,Rural,Female,368,2011
district,46,Sikh,Rural,Female,374588,2011
district,46,Buddhist,Rural,Female,40,2011
district,46,Jain,Rural,Female,118,2011
district,46,Other religions and persuasions,Rural,Female,192,2011
district,46,Religion not stated,Rural,Female,474,2011
district,46,Hindu,Urban,Female,135223,2011
district,46,Muslim,Urban,Female,2924,2011
district,46,Christian,Urban,Female,703,2011
district,46,Sikh,Urban,Female,90120,2011
district,46,Buddhist,Urban,Female,84,2011
district,46,Jain,Urban,Female,488,2011
district,46,Other religions and persuasions,Urban,Female,63,2011
district,46,Religion not stated,Urban,Female,899,2011
district,47,Hindu,Rural,Female,31440,2011
district,47,Muslim,Rural,Female,3797,2011
district,47,Christian,Rural,Female,343,2011
district,47,Sikh,Rural,Female,247570,2011
district,47,Buddhist,Rural,Female,17,2011
district,47,Jain,Rural,Female,178,2011
district,47,Other religions and persuasions,Rural,Female,180,2011
district,47,Religion not stated,Rural,Female,438,2011
district,47,Hindu,Urban,Female,41950,2011
district,47,Muslim,Urban,Female,1009,2011
district,47,Christian,Urban,Female,83,2011
district,47,Sikh,Urban,Female,33191,2011
district,47,Buddhist,Urban,Female,41,2011
district,47,Jain,Urban,Female,558,2011
district,47,Other religions and persuasions,Urban,Female,36,2011
district,47,Religion not stated,Urban,Female,188,2011
district,48,Hindu,Rural,Female,155098,2011
district,48,Muslim,Rural,Female,12392,2011
