geo_level,geo_code,area,workerssex,workers,total,geo_version
district,108,Rural,Female,Marginal workers worked less than 3 months,16941,2011
district,108,Urban,Female,Marginal workers worked less than 3 months,940,2011
district,109,Rural,Female,Marginal workers worked less than 3 months,22152,2011
district,109,Urban,Female,Marginal workers worked less than 3 months,661,2011
district,110,Rural,Female,Marginal workers worked less than 3 months,43547,2011
district,110,Urban,Female,Marginal workers worked less than 3 months,6076,2011
district,111,Rural,Female,Marginal workers worked less than 3 months,46509,2011
district,111,Urban,Female,Marginal workers worked less than 3 months,1578,2011
district,112,Rural,Female,Marginal workers worked less than 3 months,44353,2011
district,112,Urban,Female,Marginal workers worked less than 3 months,2257,2011
district,113,Rural,Female,Marginal workers worked less than 3 months,44099,2011
district,113,Urban,Female,Marginal workers worked less than 3 months,1954,2011
district,114,Rural,Female,Marginal workers worked less than 3 months,12876,2011
district,114,Urban,Female,Marginal workers worked less than 3 months,234,2011
district,115,Rural,Female,Marginal workers worked less than 3 months,48405,2011
district,115,Urban,Female,Marginal workers worked less than 3 months,376,2011
district,116,Rural,Female,Marginal workers worked less than 3 months,29119,2011
district,116,Urban,Female,Marginal workers worked less than 3 months,754,2011
district,117,Rural,Female,Marginal workers worked less than 3 months,14344,2011
district,117,Urban,Female,Marginal workers worked less than 3 months,552,2011
district,118,Rural,Female,Marginal workers worked less than 3 months,26306,2011
district,118,Urban,Female,Marginal workers worked less than 3 months,1548,2011
district,119,Rural,Female,Marginal workers worked less than 3 months,22163,2011
district,119,Urban,Female,Marginal workers worked less than 3 months,1192,2011
district,120,Rural,Female,Marginal workers worked less than 3 months,15745,2011
district,120,Urban,Female,Marginal workers worked less than 3 months,1004,2011
district,121,Rural,Female,Marginal workers worked less than 3 months,22500,2011
district,121,Urban,Female,Marginal workers worked less than 3 months,1082,2011
district,122,Rural,Female,Marginal workers worked less than 3 months,25457,2011
district,122,Urban,Female,Marginal workers worked less than 3 months,1579,2011
district,123,Rural,Female,Marginal workers worked less than 3 months,24340,2011
district,123,Urban,Female,Marginal workers worked less than 3 months,828,2011
district,124,Rural,Female,Marginal workers worked less than 3 months,87891,2011
district,124,Urban,Female,Marginal workers worked less than 3 months,669,2011
district,125,Rural,Female,Marginal workers worked less than 3 months,50952,2011
district,125,Urban,Female,Marginal workers worked less than 3 months,420,2011
district,126,Rural,Female,Marginal workers worked less than 3 months,14165,2011
district,126,Urban,Female,Marginal workers worked less than 3 months,940,2011
district,127,Rural,Female,Marginal workers worked less than 3 months,17515,2011
district,127,Urban,Female,Marginal workers worked less than 3 months,3090,2011
district,128,Rural,Female,Marginal workers worked less than 3 months,22026,2011
district,128,Urban,Female,Marginal workers worked less than 3 months,1477,2011
district,129,Rural,Female,Marginal workers worked less than 3 months,23675,2011
district,129,Urban,Female,Marginal workers worked less than 3 months,855,2011
district,130,Rural,Female,Marginal workers worked less than 3 months,75987,2011
district,130,Urban,Female,Marginal workers worked less than 3 months,1036,2011
district,131,Rural,Female,Marginal workers worked less than 3 months,19062,2011
district,131,Urban,Female,Marginal workers worked less than 3 months,380,2011
district,132,Rural,Female,Marginal workers worked less than 3 months,9044,2011
district,132,Urban,Female,Marginal workers worked less than 3 months,1404,2011
district,133,Rural,Female,Marginal workers worked less than 3 months,14650,2011
district,133,Urban,Female,Marginal workers worked less than 3 months,2134,2011
district,134,Rural,Female,Marginal workers worked less than 3 months,15291,2011
district,134,Urban,Female,Marginal workers worked less than 3 months,1177,2011
district,135,Rural,Female,Marginal workers worked less than 3 months,20956,2011
district,135,Urban,Female,Marginal workers worked less than 3 months,3288,2011
district,136,Rural,Female,Marginal workers worked less than 3 months,16878,2011
district,136,Urban,Female,Marginal workers worked less than 3 months,1351,2011
district,137,Rural,Female,Marginal workers worked less than 3 months,13469,2011
district,137,Urban,Female,Marginal workers worked less than 3 months,1381,2011
district,138,Rural,Female,Marginal workers worked less than 3 months,9138,2011
district,138,Urban,Female,Marginal workers worked less than 3 months,2827,2011
district,139,Rural,Female,Marginal workers worked less than 3 months,5429,2011
district,139,Urban,Female,Marginal workers worked less than 3 months,485,2011
district,140,Rural,Female,Marginal workers worked less than 3 months,8893,2011
district,140,Urban,Female,Marginal workers worked less than 3 months,5320,2011
district,141,Rural,Female,Marginal workers worked less than 3 months,5242,2011
district,141,Urban,Female,Marginal workers worked less than 3 months,1653,2011
district,142,Rural,Female,Marginal workers worked less than 3 months,24182,2011
district,142,Urban,Female,Marginal workers worked less than 3 months,1588,2011
district,143,Rural,Female,Marginal workers worked less than 3 months,23055,2011
district,143,Urban,Female,Marginal workers worked less than 3 months,2458,2011
district,144,Rural,Female,Marginal workers worked less than 3 months,11721,2011
district,144,Urban,Female,Marginal workers worked less than 3 months,1246,2011
district,145,Rural,Female,Marginal workers worked less than 3 months,24697,2011
district,145,Urban,Female,Marginal workers worked less than 3 months,1511,2011
district,146,Rural,Female,Marginal workers worked less than 3 months,19186,2011
district,146,Urban,Female,Marginal workers worked less than 3 months,5292,2011
district,147,Rural,Female,Marginal workers worked less than 3 months,9904,2011
district,147,Urban,Female,Marginal workers worked less than 3 months,2444,2011
district,148,Rural,Female,Marginal workers worked less than 3 months,12481,2011
district,148,Urban,Female,Marginal workers worked less than 3 months,575,2011
district,149,Rural,Female,Marginal workers worked less than 3 months,18494,2011
district,149,Urban,Female,Marginal workers worked less than 3 months,1486,2011
district,150,Rural,Female,Marginal workers worked less than 3 months,17326,2011
district,150,Urban,Female,Marginal workers worked less than 3 months,3848,2011
district,151,Rural,Female,Marginal workers worked less than 3 months,9875,2011
district,151,Urban,Female,Marginal workers worked less than 3 months,654,2011
district,152,Rural,Female,Marginal workers worked less than 3 months,11487,2011
district,152,Urban,Female,Marginal workers worked less than 3 months,1256,2011
district,153,Rural,Female,Marginal workers worked less than 3 months,21162,2011
district,153,Urban,Female,Marginal workers worked less than 3 months,1355,2011
district,154,Rural,Female,Marginal workers worked less than 3 months,26929,2011
district,154,Urban,Female,Marginal workers worked less than 3 months,1286,2011
district,155,Rural,Female,Marginal workers worked less than 3 months,28002,2011
district,155,Urban,Female,Marginal workers worked less than 3 months,1748,2011
district,156,Rural,Female,Marginal workers worked less than 3 months,32940,2011
district,156,Urban,Female,Marginal workers worked less than 3 months,1767,2011
district,157,Rural,Female,Marginal workers worked less than 3 months,14878,2011
district,157,Urban,Female,Marginal workers worked less than 3 months,4657,2011
district,158,Rural,Female,Marginal workers worked less than 3 months,54986,2011
district,158,Urban,Female,Marginal workers worked less than 3 months,1101,2011
district,159,Rural,Female,Marginal workers worked less than 3 months,9086,2011
district,159,Urban,Female,Marginal workers worked less than 3 months,761,2011
district,160,Rural,Female,Marginal workers worked less than 3 months,8319,2011
district,160,Urban,Female,Marginal workers worked less than 3 months,858,2011
district,161,Rural,Female,Marginal workers worked less than 3 months,12029,2011
district,161,Urban,Female,Marginal workers worked less than 3 months,508,2011
district,162,Rural,Female,Marginal workers worked less than 3 months,9090,2011
district,162,Urban,Female,Marginal workers worked less than 3 months,458,2011
district,163,Rural,Female,Marginal workers worked less than 3 months,16204,2011
district,163,Urban,Female,Marginal workers worked less than 3 months,565,2011
district,164,Rural,Female,Marginal workers worked less than 3 months,13281,2011
district,164,Urban,Female,Marginal workers worked less than 3 months,6157,2011
district,165,Rural,Female,Marginal workers worked less than 3 months,18772,2011
district,165,Urban,Female,Marginal workers worked less than 3 months,1512,2011
district,166,Rural,Female,Marginal workers worked less than 3 months,17729,2011
district,166,Urban,Female,Marginal workers worked less than 3 months,3712,2011
district,167,Rural,Female,Marginal workers worked less than 3 months,14256,2011
district,167,Urban,Female,Marginal workers worked less than 3 months,615,2011
district,168,Rural,Female,Marginal workers worked less than 3 months,13748,2011
district,168,Urban,Female,Marginal workers worked less than 3 months,922,2011
district,169,Rural,Female,Marginal workers worked less than 3 months,9449,2011
district,169,Urban,Female,Marginal workers worked less than 3 months,538,2011
district,170,Rural,Female,Marginal workers worked less than 3 months,19943,2011
district,170,Urban,Female,Marginal workers worked less than 3 months,1172,2011
district,171,Rural,Female,Marginal workers worked less than 3 months,11439,2011
district,171,Urban,Female,Marginal workers worked less than 3 months,251,2011
district,172,Rural,Female,Marginal workers worked less than 3 months,42231,2011
district,172,Urban,Female,Marginal workers worked less than 3 months,1780,2011
district,173,Rural,Female,Marginal workers worked less than 3 months,66683,2011
district,173,Urban,Female,Marginal workers worked less than 3 months,625,2011
district,174,Rural,Female,Marginal workers worked less than 3 months,24102,2011
district,174,Urban,Female,Marginal workers worked less than 3 months,813,2011
district,175,Rural,Female,Marginal workers worked less than 3 months,75710,2011
district,175,Urban,Female,Marginal workers worked less than 3 months,4965,2011
district,176,Rural,Female,Marginal workers worked less than 3 months,34146,2011
district,176,Urban,Female,Marginal workers worked less than 3 months,942,2011
district,177,Rural,Female,Marginal workers worked less than 3 months,34606,2011
district,177,Urban,Female,Marginal workers worked less than 3 months,789,2011
district,178,Rural,Female,Marginal workers worked less than 3 months,37093,2011
district,178,Urban,Female,Marginal workers worked less than 3 months,1939,2011
district,179,Rural,Female,Marginal workers worked less than 3 months,62938,2011
district,179,Urban,Female,Marginal workers worked less than 3 months,757,2011
district,180,Rural,Female,Marginal workers worked less than 3 months,34657,2011
district,180,Urban,Female,Marginal workers worked less than 3 months,872,2011
district,181,Rural,Female,Marginal workers worked less than 3 months,15781,2011
district,181,Urban,Female,Marginal workers worked less than 3 months,81,2011
district,182,Rural,Female,Marginal workers worked less than 3 months,26433,2011
district,182,Urban,Female,Marginal workers worked less than 3 months,519,2011
district,183,Rural,Female,Marginal workers worked less than 3 months,41129,2011
district,183,Urban,Female,Marginal workers worked less than 3 months,559,2011
district,184,Rural,Female,Marginal workers worked less than 3 months,49688,2011
district,184,Urban,Female,Marginal workers worked less than 3 months,893,2011
district,185,Rural,Female,Marginal workers worked less than 3 months,36779,2011
district,185,Urban,Female,Marginal workers worked less than 3 months,235,2011
district,186,Rural,Female,Marginal workers worked less than 3 months,28598,2011
district,186,Urban,Female,Marginal workers worked less than 3 months,862,2011
district,187,Rural,Female,Marginal workers worked less than 3 months,60976,2011
district,187,Urban,Female,Marginal workers worked less than 3 months,529,2011
district,188,Rural,Female,Marginal workers worked less than 3 months,53001,2011
district,188,Urban,Female,Marginal workers worked less than 3 months,2278,2011
district,189,Rural,Female,Marginal workers worked less than 3 months,56535,2011
district,189,Urban,Female,Marginal workers worked less than 3 months,545,2011
district,190,Rural,Female,Marginal workers worked less than 3 months,51013,2011
district,190,Urban,Female,Marginal workers worked less than 3 months,1287,2011
district,191,Rural,Female,Marginal workers worked less than 3 months,71003,2011
district,191,Urban,Female,Marginal workers worked less than 3 months,2027,2011
district,192,Rural,Female,Marginal workers worked less than 3 months,28263,2011
district,192,Urban,Female,Marginal workers worked less than 3 months,3354,2011
district,193,Rural,Female,Marginal workers worked less than 3 months,35261,2011
district,193,Urban,Female,Marginal workers worked less than 3 months,1559,2011
district,194,Rural,Female,Marginal workers worked less than 3 months,65898,2011
district,194,Urban,Female,Marginal workers worked less than 3 months,1096,2011
district,195,Rural,Female,Marginal workers worked less than 3 months,51035,2011
district,195,Urban,Female,Marginal workers worked less than 3 months,386,2011
district,196,Rural,Female,Marginal workers worked less than 3 months,29439,2011
district,196,Urban,Female,Marginal workers worked less than 3 months,1388,2011
district,197,Rural,Female,Marginal workers worked less than 3 months,25735,2011
district,197,Urban,Female,Marginal workers worked less than 3 months,3614,2011
district,198,Rural,Female,Marginal workers worked less than 3 months,22805,2011
district,198,Urban,Female,Marginal workers worked less than 3 months,1073,2011
district,199,Rural,Female,Marginal workers worked less than 3 months,32661,2011
district,199,Urban,Female,Marginal workers worked less than 3 months,1680,2011
district,200,Rural,Female,Marginal workers worked less than 3 months,37331,2011
district,200,Urban,Female,Marginal workers worked less than 3 months,879,2011
district,201,Rural,Female,Marginal workers worked less than 3 months,11535,2011
district,201,Urban,Female,Marginal workers worked less than 3 months,398,2011
district,202,Rural,Female,Marginal workers worked less than 3 months,14831,2011
district,202,Urban,Female,Marginal workers worked less than 3 months,834,2011
district,203,Rural,Female,Marginal workers worked less than 3 months,65565,2011
district,203,Urban,Female,Marginal workers worked less than 3 months,1548,2011
district,204,Rural,Female,Marginal workers worked less than 3 months,55653,2011
district,204,Urban,Female,Marginal workers worked less than 3 months,1129,2011
district,205,Rural,Female,Marginal workers worked less than 3 months,7372,2011
district,205,Urban,Female,Marginal workers worked less than 3 months,56,2011
district,206,Rural,Female,Marginal workers worked less than 3 months,28641,2011
district,206,Urban,Female,Marginal workers worked less than 3 months,221,2011
district,207,Rural,Female,Marginal workers worked less than 3 months,63992,2011
district,207,Urban,Female,Marginal workers worked less than 3 months,869,2011
district,208,Rural,Female,Marginal workers worked less than 3 months,41001,2011
district,208,Urban,Female,Marginal workers worked less than 3 months,416,2011
district,209,Rural,Female,Marginal workers worked less than 3 months,42467,2011
district,209,Urban,Female,Marginal workers worked less than 3 months,667,2011
district,210,Rural,Female,Marginal workers worked less than 3 months,14090,2011
district,210,Urban,Female,Marginal workers worked less than 3 months,885,2011
district,211,Rural,Female,Marginal workers worked less than 3 months,33370,2011
district,211,Urban,Female,Marginal workers worked less than 3 months,1026,2011
district,212,Rural,Female,Marginal workers worked less than 3 months,33378,2011
district,212,Urban,Female,Marginal workers worked less than 3 months,399,2011
district,213,Rural,Female,Marginal workers worked less than 3 months,32416,2011
district,213,Urban,Female,Marginal workers worked less than 3 months,403,2011
district,214,Rural,Female,Marginal workers worked less than 3 months,28774,2011
district,214,Urban,Female,Marginal workers worked less than 3 months,638,2011
district,215,Rural,Female,Marginal workers worked less than 3 months,37091,2011
district,215,Urban,Female,Marginal workers worked less than 3 months,1651,2011
district,216,Rural,Female,Marginal workers worked less than 3 months,40069,2011
district,216,Urban,Female,Marginal workers worked less than 3 months,873,2011
district,217,Rural,Female,Marginal workers worked less than 3 months,33722,2011
district,217,Urban,Female,Marginal workers worked less than 3 months,610,2011
district,218,Rural,Female,Marginal workers worked less than 3 months,38919,2011
district,218,Urban,Female,Marginal workers worked less than 3 months,768,2011
district,219,Rural,Female,Marginal workers worked less than 3 months,27940,2011
district,219,Urban,Female,Marginal workers worked less than 3 months,584,2011
district,220,Rural,Female,Marginal workers worked less than 3 months,20568,2011
district,220,Urban,Female,Marginal workers worked less than 3 months,402,2011
district,221,Rural,Female,Marginal workers worked less than 3 months,33816,2011
district,221,Urban,Female,Marginal workers worked less than 3 months,203,2011
district,222,Rural,Female,Marginal workers worked less than 3 months,22398,2011
district,222,Urban,Female,Marginal workers worked less than 3 months,2140,2011
district,223,Rural,Female,Marginal workers worked less than 3 months,24526,2011
district,223,Urban,Female,Marginal workers worked less than 3 months,239,2011
district,224,Rural,Female,Marginal workers worked less than 3 months,43559,2011
district,224,Urban,Female,Marginal workers worked less than 3 months,2473,2011
district,225,Rural,Female,Marginal workers worked less than 3 months,48966,2011
district,225,Urban,Female,Marginal workers worked less than 3 months,340,2011
district,226,Rural,Female,Marginal workers worked less than 3 months,16399,2011
district,226,Urban,Female,Marginal workers worked less than 3 months,988,2011
district,227,Rural,Female,Marginal workers worked less than 3 months,9409,2011
district,227,Urban,Female,Marginal workers worked less than 3 months,953,2011
district,228,Rural,Female,Marginal workers worked less than 3 months,6291,2011
district,228,Urban,Female,Marginal workers worked less than 3 months,1092,2011
district,229,Rural,Female,Marginal workers worked less than 3 months,25048,2011
district,229,Urban,Female,Marginal workers worked less than 3 months,1192,2011
district,230,Rural,Female,Marginal workers worked less than 3 months,28650,2011
district,230,Urban,Female,Marginal workers worked less than 3 months,5088,2011
district,231,Rural,Female,Marginal workers worked less than 3 months,24724,2011
district,231,Urban,Female,Marginal workers worked less than 3 months,1332,2011
district,232,Rural,Female,Marginal workers worked less than 3 months,23929,2011
district,232,Urban,Female,Marginal workers worked less than 3 months,505,2011
district,233,Rural,Female,Marginal workers worked less than 3 months,23188,2011
district,233,Urban,Female,Marginal workers worked less than 3 months,109,2011
district,234,Rural,Female,Marginal workers worked less than 3 months,42176,2011
district,234,Urban,Female,Marginal workers worked less than 3 months,1719,2011
district,235,Rural,Female,Marginal workers worked less than 3 months,32579,2011
district,235,Urban,Female,Marginal workers worked less than 3 months,760,2011
district,236,Rural,Female,Marginal workers worked less than 3 months,58387,2011
district,236,Urban,Female,Marginal workers worked less than 3 months,2364,2011
district,237,Rural,Female,Marginal workers worked less than 3 months,29187,2011
district,237,Urban,Female,Marginal workers worked less than 3 months,623,2011
district,238,Rural,Female,Marginal workers worked less than 3 months,28570,2011
district,238,Urban,Female,Marginal workers worked less than 3 months,432,2011
district,239,Rural,Female,Marginal workers worked less than 3 months,9028,2011
district,239,Urban,Female,Marginal workers worked less than 3 months,735,2011
district,240,Rural,Female,Marginal workers worked less than 3 months,6993,2011
district,240,Urban,Female,Marginal workers worked less than 3 months,206,2011
district,241,Rural,Female,Marginal workers worked less than 3 months,866,2011
district,241,Urban,Female,Marginal workers worked less than 3 months,15,2011
district,242,Rural,Female,Marginal workers worked less than 3 months,3839,2011
district,242,Urban,Female,Marginal workers worked less than 3 months,2,2011
district,243,Rural,Female,Marginal workers worked less than 3 months,4325,2011
district,243,Urban,Female,Marginal workers worked less than 3 months,32,2011
district,244,Rural,Female,Marginal workers worked less than 3 months,3608,2011
district,244,Urban,Female,Marginal workers worked less than 3 months,412,2011
district,245,Rural,Female,Marginal workers worked less than 3 months,224,2011
district,245,Urban,Female,Marginal workers worked less than 3 months,27,2011
district,246,Rural,Female,Marginal workers worked less than 3 months,782,2011
district,246,Urban,Female,Marginal workers worked less than 3 months,45,2011
district,247,Rural,Female,Marginal workers worked less than 3 months,262,2011
district,247,Urban,Female,Marginal workers worked less than 3 months,23,2011
district,248,Rural,Female,Marginal workers worked less than 3 months,619,2011
district,248,Urban,Female,Marginal workers worked less than 3 months,280,2011
district,249,Rural,Female,Marginal workers worked less than 3 months,552,2011
district,249,Urban,Female,Marginal workers worked less than 3 months,18,2011
district,250,Rural,Female,Marginal workers worked less than 3 months,637,2011
district,250,Urban,Female,Marginal workers worked less than 3 months,61,2011
district,251,Rural,Female,Marginal workers worked less than 3 months,719,2011
district,251,Urban,Female,Marginal workers worked less than 3 months,46,2011
district,252,Rural,Female,Marginal workers worked less than 3 months,310,2011
district,252,Urban,Female,Marginal workers worked less than 3 months,85,2011
district,253,Rural,Female,Marginal workers worked less than 3 months,1753,2011
district,253,Urban,Female,Marginal workers worked less than 3 months,12,2011
district,254,Rural,Female,Marginal workers worked less than 3 months,652,2011
district,254,Urban,Female,Marginal workers worked less than 3 months,34,2011
district,255,Rural,Female,Marginal workers worked less than 3 months,742,2011
district,255,Urban,Female,Marginal workers worked less than 3 months,19,2011
district,256,Rural,Female,Marginal workers worked less than 3 months,1400,2011
district,256,Urban,Female,Marginal workers worked less than 3 months,25,2011
district,257,Rural,Female,Marginal workers worked less than 3 months,93,2011
district,257,Urban,Female,Marginal workers worked less than 3 months,27,2011
district,258,Rural,Female,Marginal workers worked less than 3 months,216,2011
district,258,Urban,Female,Marginal workers worked less than 3 months,5,2011
district,259,Rural,Female,Marginal workers worked less than 3 months,900,2011
district,259,Urban,Female,Marginal workers worked less than 3 months,60,2011
district,260,Rural,Female,Marginal workers worked less than 3 months,181,2011
district,260,Urban,Female,Marginal workers worked less than 3 months,0,2011
district,261,Rural,Female,Marginal workers worked less than 3 months,7954,2011
district,261,Urban,Female,Marginal workers worked less than 3 months,646,2011
district,262,Rural,Female,Marginal workers worked less than 3 months,2610,2011
district,262,Urban,Female,Marginal workers worked less than 3 months,278,2011
district,263,Rural,Female,Marginal workers worked less than 3 months,8578,2011
district,263,Urban,Female,Marginal workers worked less than 3 months,155,2011
district,264,Rural,Female,Marginal workers worked less than 3 months,2199,2011
district,264,Urban,Female,Marginal workers worked less than 3 months,360,2011
district,265,Rural,Female,Marginal workers worked less than 3 months,2447,2011
district,265,Urban,Female,Marginal workers worked less than 3 months,1140,2011
district,266,Rural,Female,Marginal workers worked less than 3 months,3240,2011
district,266,Urban,Female,Marginal workers worked less than 3 months,105,2011
district,267,Rural,Female,Marginal workers worked less than 3 months,4516,2011
district,267,Urban,Female,Marginal workers worked less than 3 months,753,2011
district,268,Rural,Female,Marginal workers worked less than 3 months,2271,2011
district,268,Urban,Female,Marginal workers worked less than 3 months,155,2011
district,269,Rural,Female,Marginal workers worked less than 3 months,730,2011
district,269,Urban,Female,Marginal workers worked less than 3 months,100,2011
district,270,Rural,Female,Marginal workers worked less than 3 months,2137,2011
district,270,Urban,Female,Marginal workers worked less than 3 months,319,2011
district,271,Rural,Female,Marginal workers worked less than 3 months,4868,2011
district,271,Urban,Female,Marginal workers worked less than 3 months,1377,2011
district,272,Rural,Female,Marginal workers worked less than 3 months,5267,2011
district,272,Urban,Female,Marginal workers worked less than 3 months,164,2011
district,273,Rural,Female,Marginal workers worked less than 3 months,1220,2011
district,273,Urban,Female,Marginal workers worked less than 3 months,56,2011
district,274,Rural,Female,Marginal workers worked less than 3 months,3209,2011
district,274,Urban,Female,Marginal workers worked less than 3 months,143,2011
district,275,Rural,Female,Marginal workers worked less than 3 months,3537,2011
district,275,Urban,Female,Marginal workers worked less than 3 months,1605,2011
district,276,Rural,Female,Marginal workers worked less than 3 months,6150,2011
district,276,Urban,Female,Marginal workers worked less than 3 months,3689,2011
district,277,Rural,Female,Marginal workers worked less than 3 months,2819,2011
district,277,Urban,Female,Marginal workers worked less than 3 months,3252,2011
district,278,Rural,Female,Marginal workers worked less than 3 months,4604,2011
district,278,Urban,Female,Marginal workers worked less than 3 months,1716,2011
district,279,Rural,Female,Marginal workers worked less than 3 months,2545,2011
district,279,Urban,Female,Marginal workers worked less than 3 months,435,2011
district,280,Rural,Female,Marginal workers worked less than 3 months,3952,2011
district,280,Urban,Female,Marginal workers worked less than 3 months,164,2011
district,281,Rural,Female,Marginal workers worked less than 3 months,334,2011
district,281,Urban,Female,Marginal workers worked less than 3 months,49,2011
district,282,Rural,Female,Marginal workers worked less than 3 months,521,2011
district,282,Urban,Female,Marginal workers worked less than 3 months,233,2011
district,283,Rural,Female,Marginal workers worked less than 3 months,585,2011
district,283,Urban,Female,Marginal workers worked less than 3 months,2021,2011
district,284,Rural,Female,Marginal workers worked less than 3 months,413,2011
district,284,Urban,Female,Marginal workers worked less than 3 months,637,2011
district,285,Rural,Female,Marginal workers worked less than 3 months,288,2011
district,285,Urban,Female,Marginal workers worked less than 3 months,171,2011
district,286,Rural,Female,Marginal workers worked less than 3 months,2611,2011
district,286,Urban,Female,Marginal workers worked less than 3 months,835,2011
district,287,Rural,Female,Marginal workers worked less than 3 months,638,2011
district,287,Urban,Female,Marginal workers worked less than 3 months,116,2011
district,288,Rural,Female,Marginal workers worked less than 3 months,567,2011
district,288,Urban,Female,Marginal workers worked less than 3 months,123,2011
district,289,Rural,Female,Marginal workers worked less than 3 months,21124,2011
district,289,Urban,Female,Marginal workers worked less than 3 months,6590,2011
district,290,Rural,Female,Marginal workers worked less than 3 months,20644,2011
district,290,Urban,Female,Marginal workers worked less than 3 months,891,2011
district,291,Rural,Female,Marginal workers worked less than 3 months,6891,2011
district,291,Urban,Female,Marginal workers worked less than 3 months,97,2011
district,292,Rural,Female,Marginal workers worked less than 3 months,6288,2011
district,292,Urban,Female,Marginal workers worked less than 3 months,699,2011
district,293,Rural,Female,Marginal workers worked less than 3 months,7142,2011
district,293,Urban,Female,Marginal workers worked less than 3 months,150,2011
district,294,Rural,Female,Marginal workers worked less than 3 months,5321,2011
district,294,Urban,Female,Marginal workers worked less than 3 months,126,2011
district,295,Rural,Female,Marginal workers worked less than 3 months,1655,2011
district,295,Urban,Female,Marginal workers worked less than 3 months,38,2011
district,296,Rural,Female,Marginal workers worked less than 3 months,4726,2011
district,296,Urban,Female,Marginal workers worked less than 3 months,456,2011
district,297,Rural,Female,Marginal workers worked less than 3 months,1887,2011
district,297,Urban,Female,Marginal workers worked less than 3 months,108,2011
district,298,Rural,Female,Marginal workers worked less than 3 months,3549,2011
district,298,Urban,Female,Marginal workers worked less than 3 months,534,2011
district,299,Rural,Female,Marginal workers worked less than 3 months,4277,2011
district,299,Urban,Female,Marginal workers worked less than 3 months,61,2011
district,300,Rural,Female,Marginal workers worked less than 3 months,6227,2011
district,300,Urban,Female,Marginal workers worked less than 3 months,84,2011
district,301,Rural,Female,Marginal workers worked less than 3 months,20361,2011
district,301,Urban,Female,Marginal workers worked less than 3 months,797,2011
district,302,Rural,Female,Marginal workers worked less than 3 months,7373,2011
district,302,Urban,Female,Marginal workers worked less than 3 months,597,2011
district,303,Rural,Female,Marginal workers worked less than 3 months,14560,2011
district,303,Urban,Female,Marginal workers worked less than 3 months,498,2011
district,304,Rural,Female,Marginal workers worked less than 3 months,6810,2011
district,304,Urban,Female,Marginal workers worked less than 3 months,208,2011
district,305,Rural,Female,Marginal workers worked less than 3 months,21132,2011
district,305,Urban,Female,Marginal workers worked less than 3 months,926,2011
district,306,Rural,Female,Marginal workers worked less than 3 months,20182,2011
district,306,Urban,Female,Marginal workers worked less than 3 months,200,2011
district,307,Rural,Female,Marginal workers worked less than 3 months,15057,2011
district,307,Urban,Female,Marginal workers worked less than 3 months,351,2011
district,308,Rural,Female,Marginal workers worked less than 3 months,12770,2011
district,308,Urban,Female,Marginal workers worked less than 3 months,152,2011
district,309,Rural,Female,Marginal workers worked less than 3 months,12010,2011
district,309,Urban,Female,Marginal workers worked less than 3 months,688,2011
district,310,Rural,Female,Marginal workers worked less than 3 months,15367,2011
district,310,Urban,Female,Marginal workers worked less than 3 months,424,2011
district,311,Rural,Female,Marginal workers worked less than 3 months,19733,2011
district,311,Urban,Female,Marginal workers worked less than 3 months,248,2011
district,312,Rural,Female,Marginal workers worked less than 3 months,17448,2011
district,312,Urban,Female,Marginal workers worked less than 3 months,1191,2011
district,313,Rural,Female,Marginal workers worked less than 3 months,17038,2011
district,313,Urban,Female,Marginal workers worked less than 3 months,275,2011
district,314,Rural,Female,Marginal workers worked less than 3 months,16114,2011
district,314,Urban,Female,Marginal workers worked less than 3 months,387,2011
district,315,Rural,Female,Marginal workers worked less than 3 months,1704,2011
district,315,Urban,Female,Marginal workers worked less than 3 months,97,2011
district,316,Rural,Female,Marginal workers worked less than 3 months,9236,2011
district,316,Urban,Female,Marginal workers worked less than 3 months,474,2011
district,317,Rural,Female,Marginal workers worked less than 3 months,8461,2011
district,317,Urban,Female,Marginal workers worked less than 3 months,116,2011
district,318,Rural,Female,Marginal workers worked less than 3 months,3822,2011
district,318,Urban,Female,Marginal workers worked less than 3 months,292,2011
district,319,Rural,Female,Marginal workers worked less than 3 months,7908,2011
district,319,Urban,Female,Marginal workers worked less than 3 months,202,2011
district,320,Rural,Female,Marginal workers worked less than 3 months,4702,2011
district,320,Urban,Female,Marginal workers worked less than 3 months,90,2011
district,321,Rural,Female,Marginal workers worked less than 3 months,23550,2011
district,321,Urban,Female,Marginal workers worked less than 3 months,1379,2011
district,322,Rural,Female,Marginal workers worked less than 3 months,1978,2011
district,322,Urban,Female,Marginal workers worked less than 3 months,2003,2011
district,323,Rural,Female,Marginal workers worked less than 3 months,5679,2011
district,323,Urban,Female,Marginal workers worked less than 3 months,255,2011
district,324,Rural,Female,Marginal workers worked less than 3 months,11442,2011
district,324,Urban,Female,Marginal workers worked less than 3 months,59,2011
district,325,Rural,Female,Marginal workers worked less than 3 months,9946,2011
district,325,Urban,Female,Marginal workers worked less than 3 months,206,2011
district,326,Rural,Female,Marginal workers worked less than 3 months,7166,2011
district,326,Urban,Female,Marginal workers worked less than 3 months,58,2011
district,327,Rural,Female,Marginal workers worked less than 3 months,15768,2011
district,327,Urban,Female,Marginal workers worked less than 3 months,1520,2011
district,328,Rural,Female,Marginal workers worked less than 3 months,40699,2011
