,STATE NAME,DISTRICT NAME,POPULATION,MALES,FEMALES,GROWTH  1991   2001,RURAL,URBAN,SCHEDULED CASTE POPULATION,PERCENTAGE   SC TO TOTAL,NUMBER OF HOUSEHOLDS,HOUSEHOLD SIZE  PER HOUSEHOLD,SEX RATIO  FEMALES PER 1000 MALES,SEX RATIO  0 6 YEARS,SCHEDULED TRIBE POPULATION,PERCENTAGE TO TOTAL POPULATION  ST,PERSONS  LITERATE,MALES  LITERATE,FEMALES  LITERATE,PERSONS  LITERACY RATE,MALES  LITERATACY RATE,FEMALES  LITERACY RATE,TOTAL EDUCATED,DATA WITHOUT LEVEL,BELOW PRIMARY,PRIMARY,MIDDLE,MATRIC HIGHER SECONDARY DIPLOMA,GRADUATE AND ABOVE,X0   4 YEARS,X5   14 YEARS,X15   59 YEARS,X60 YEARS AND ABOVE  INCL  A N S,TOTAL WORKERS,MAIN WORKERS,MARGINAL WORKERS,NON WORKERS,SC 1 NAME,SC 1 POPULATION,SC 2 NAME,SC 2 POPULATION,SC 3 NAME,SC 3 POPULATION,RELIGEON 1 NAME,RELIGEON 1 POPULATION,RELIGEON 2 NAME,RELIGEON 2 POPULATION,RELIGEON 3 NAME,RELIGEON 3 POPULATION,ST 1 NAME,ST 1 POPULATION,ST 2 NAME,ST 2 POPULATION,ST 3 NAME,ST 3 POPULATION,IMP TOWN 1 NAME,IMP TOWN 1 POPULATION,IMP TOWN 2 NAME,IMP TOWN 2 POPULATION,IMP TOWN 3 NAME,IMP TOWN 3 POPULATION,TOTAL INHABITED VILLAGES,DRINKING WATER FACILITIES,SAFE DRINKING WATER,ELECTRICITY  POWER SUPPLY,ELECTRICITY  DOMESTIC,ELECTRICITY  AGRICULTURE,PRIMARY SCHOOL,MIDDLE SCHOOLS,SECONDARY SR SECONDARY SCHOOLS,COLLEGE,MEDICAL FACILITY,PRIMARY HEALTH CENTRE,PRIMARY HEALTH SUB CENTRE,POST  TELEGRAPH AND TELEPHONE FACILITY,BUS SERVICES,PAVED APPROACH ROAD,MUD APPROACH ROAD,PERMANENT HOUSE,SEMI PERMANENT HOUSE,TEMPORARY HOUSE,YEAR
313,MIZORAM,LUNGLEI,137223,71402,65821,23.1,79267.0,57956.0,33,0.02,27889.0,5.0,922.0,962.0,130768,95.3,96097,52159,43938,84.17,87.44,80.6,96097.0,1445.0,37039.0,25687.0,16973.0,11926.0,3025.0,16274.0,32498.0,80717.0,7734.0,71792,60870,10922,65431,1.Namasudra,9.0,2.Patni,9.0,3.Sutradhar,6.0,1.Christians,109204,2.Buddhists,22429,3.Hindus,4612,1.Any Mizo (Lushai) tribes etc.,101766,2.Chakma,24369,3.Any Kuki Tribes etc.,3793,1.Lunglei (NT),47137.0,2.Hnahthial (NT),7138.0,3.Tlabung (NT),3681.0,160.0,160.0,39.0,101.0,101,NA,130.0,82,30,NA,55,9,45,57.0,50,49,54,53.8,18.9,27.3,2001
314,MIZORAM,LAWNGTLAI,73620,38776,34844,34.78,73620.0,NA,5,0.01,13902.0,5.0,899.0,938.0,70234,95.4,38603,22374,16229,64.74,70.9,57.81,38603.0,4990.0,15194.0,8268.0,5064.0,4253.0,831.0,9644.0,19610.0,40890.0,3476.0,34093,26188,7905,39527,1.Bansphor,2.0,2.Dugla etc.,2.0,3.Patni,1.0,1.Buddhists,38410,2.Christians,32877,3.Hindus,1910,1.Chakma,38054,2.Pawi,20554,3.Any Kuki Tribes etc.,5267,No Urban Area,NA,NA,NA,NA,NA,139.0,139.0,42.0,27.0,27,NA,134.0,40,13,1,24,4,20,30.0,16,18,51,17.3,12.2,70.5,2001
315,MIZORAM,SAIHA,61056,31242,29814,33.16,41230.0,19826.0,12,0.02,11109.0,5.0,954.0,961.0,58742,96.21,40983,21990,18993,82.19,86.11,78.07,40983.0,1389.0,15322.0,11250.0,6806.0,5186.0,1026.0,7710.0,16888.0,33484.0,2974.0,26981,20754,6227,34075,1.Patni,4.0,2.Bhuinmali etc.,3.0,3.Brittial Bania etc.,3.0,1.Christians,59618,2.Hindus,1112,3.Muslims,209,1.Lakher,35058,2.Pawi,19211,3.Any Mizo (Lushai) tribes etc.,3001,1.Saiha * (NT),19826.0,NA,NA,NA,NA,68.0,68.0,1.0,26.0,26,NA,67.0,51,20,NA,28,6,22,33.0,14,7,55,28.0,39.3,32.5,2001
316,MADHYA PRADESH,SHEOPUR,559495,295297,264198,29.72,470924.0,NA,NA,NA,96898.0,6.0,895.0,929.0,120482,21.53,207536,146457,61079,46.4,61.76,29.07,207536.0,10823.0,82746.0,57015.0,27245.0,22433.0,7261.0,74895.0,166313.0,286262.0,32025.0,229277,152553,76724,330218,1.Chamar etc.,67647.0,2.Koli etc.,11277.0,3.Bhangi etc.,3843.0,1.Hindus,519697,2.Muslims,32822,3.Sikhs,5882,1.Sahariya etc.,107935,2.Bhil etc.,6085,3.Generic Tribes etc.,2966,1.Sheopur (M),55012.0,2.Badoda (NP),15673.0,3.Vijaypur (NP),14556.0,527.0,525.0,524.0,408.0,155,NA,438.0,77,42,1,159,10,94,179.0,195,220,221,62.3,29.6,8.1,2001
317,MADHYA PRADESH,MORENA,1592714,874089,718625,24.09,1249409.0,NA,NA,NA,237803.0,7.0,822.0,837.0,12974,0.81,837828,568474,269354,64.74,79.89,46.24,837828.0,20068.0,261979.0,224989.0,157372.0,137803.0,35535.0,200056.0,458767.0,826768.0,107123.0,590599,451530,139069,1002115,1.Chamar etc.,254224.0,2.Koli etc.,47035.0,3.Bhangi etc.,12933.0,1.Hindus,1523438,2.Muslims,59903,3.Jains,7177,1.Sahariya etc.,7143,2.Korku etc.,1938,3.Gond etc.,1383,1.Morena (M),150959.0,2.Ambah (M),36435.0,3.Porsa (M),33103.0,782.0,776.0,775.0,749.0,293,NA,736.0,308,153,2,368,16,171,331.0,142,377,368,79.5,9.4,11.2,2001
318,MADHYA PRADESH,BHIND,1428559,780902,647657,17.06,1089626.0,NA,NA,NA,215478.0,7.0,829.0,832.0,6720,0.47,827663,533921,293742,70.52,83.19,55.23,827663.0,23212.0,229884.0,220817.0,173169.0,147085.0,33425.0,171848.0,390079.0,749712.0,116920.0,525370,396769,128601,903189,1.Chamar etc.,216145.0,2.Koli etc.,34586.0,3.Bhangi etc.,17095.0,1.Hindus,1339646,2.Muslims,55490,3.Jains,19812,1.Gond etc.,4673,2.Majhi,770,3.Korwa etc.,432,1.Bhind (M),153752.0,2.Gohad (M),45232.0,3.Lahar (NP),28253.0,889.0,887.0,887.0,863.0,411,NA,864.0,388,213,2,427,19,171,355.0,123,380,465,66.6,20.2,13.1,2001
319,MADHYA PRADESH,GWALIOR,1632109,883317,748792,26.0,649101.0,NA,NA,NA,272242.0,6.0,848.0,853.0,56948,3.49,955356,599253,356103,69.38,80.36,56.4,955356.0,14621.0,222358.0,225628.0,165751.0,208973.0,117832.0,170809.0,424401.0,929221.0,107678.0,530629,441815,88814,1101480,1.Chamar etc.,179890.0,2.Koli etc.,59564.0,3.Bhangi etc.,23920.0,1.Hindus,1470346,2.Muslims,110171,3.Sikhs,22090,1.Sahariya etc.,33239,2.Majhi,8186,3.Gond etc.,5255,1.Gwalior (M Corp.),827026.0,2.Dabra (M),56672.0,3.Morar Cantt. (CB),38522.0,612.0,611.0,611.0,594.0,120,NA,558.0,223,70,2,246,13,107,436.0,197,355,237,77.4,17.0,5.6,2001
320,MADHYA PRADESH,DATIA,628240,338232,290008,21.82,490691.0,NA,NA,NA,107129.0,6.0,857.0,874.0,9977,1.59,373358,236341,137017,71.83,84.29,57.23,373358.0,28745.0,118626.0,106846.0,59474.0,44598.0,15050.0,74310.0,163686.0,338029.0,52215.0,316020,226330,89690,312220,1.Chamar etc.,89429.0,2.Koli etc.,18179.0,3.Khangar etc.,14253.0,1.Hindus,593927,2.Muslims,23119,3.Buddhists,9407,1.Sahariya etc.,7754,2.Gond etc.,824,3.Oraon etc.,438,1.Datia (M),82755.0,2.Bhander (NP),20672.0,3.Seondha (NP),19525.0,551.0,546.0,545.0,543.0,165,NA,512.0,128,63,1,197,9,92,408.0,129,197,333,66.0,33.4,0.6,2001
321,MADHYA PRADESH,SHIVPURI,1441950,776190,665760,27.16,1202277.0,NA,NA,NA,241868.0,6.0,858.0,906.0,161393,11.19,682555,465476,217079,58.86,74.11,40.84,682555.0,61485.0,270972.0,169556.0,83562.0,70328.0,26478.0,191761.0,402052.0,750331.0,97806.0,652270,507173,145097,789680,1.Chamar etc.,170192.0,2.Khangar etc.,34364.0,3.Koli etc.,24220.0,1.Hindus,1374040,2.Muslims,42918,3.Jains,12093,1.Sahariya etc.,139124,2.Generic Tribes etc.,10133,3.Bhil etc.,7245,1.Shivpuri (M),146892.0,2.Karera (NP),23505.0,3.Narwar (NP),15714.0,1353.0,1348.0,1343.0,1258.0,381,NA,1166.0,243,85,1,375,16,196,608.0,237,300,793,73.5,22.1,4.3,2001
322,MADHYA PRADESH,GUNA,1666767,884020,782747,27.11,1311954.0,NA,NA,NA,276543.0,6.0,885.0,930.0,203742,12.22,797993,529858,268135,59.55,74.13,42.88,797993.0,71982.0,302597.0,211195.0,94899.0,81240.0,36016.0,220799.0,463138.0,864155.0,118675.0,682988,496734,186254,983779,1.Chamar etc.,202532.0,2.Koli etc.,19168.0,3.Bhangi etc.,15512.0,1.Hindus,1554490,2.Muslims,73076,3.Jains,26326,1.Sahariya etc.,102601,2.Bhil etc.,86710,3.Gond etc.,6795,1.Guna (M),137175.0,2.Ashoknagar (M),57705.0,3.Raghogarh-Vijaypur (M),49173.0,2078.0,2067.0,2057.0,1969.0,985,NA,1639.0,278,93,1,267,23,162,461.0,262,560,1223,29.9,66.4,3.7,2001
323,MADHYA PRADESH,TIKAMGARH,1202998,637913,565085,27.88,990265.0,NA,NA,NA,207821.0,6.0,886.0,915.0,51957,4.32,542498,355842,186656,55.73,68.68,40.99,542498.0,31513.0,168469.0,155317.0,91542.0,76369.0,19113.0,157126.0,325782.0,636195.0,83895.0,566177,395575,170602,636821,1.Chamar etc.,182705.0,2.Basor etc.,29642.0,3.Kumhar,25710.0,1.Hindus,1150150,2.Muslims,37094,3.Jains,14604,1.Saur,43224,2.Sonr,3453,3.Gond etc.,2222,1.Tikamgarh (M),68426.0,2.Prithvipur (NP),22535.0,3.Niwari (NP),20713.0,865.0,863.0,863.0,859.0,301,NA,808.0,229,172,1,279,17,149,196.0,220,276,561,77.6,22.1,0.2,2001
324,MADHYA PRADESH,CHHATARPUR,1474723,788933,685790,27.33,1150428.0,NA,NA,NA,251334.0,6.0,869.0,916.0,51593,3.5,631370,416441,214929,53.26,65.28,39.26,631370.0,23930.0,210897.0,187015.0,96146.0,82056.0,31240.0,197553.0,412491.0,755554.0,109125.0,592470,441443,151027,882253,1.Chamar etc.,211249.0,2.Koli etc.,37131.0,3.Kumhar,35489.0,1.Hindus,1404412,2.Muslims,57659,3.Jains,9766,1.Khairwar etc.,17684,2.Saur,17140,3.Gond etc.,10606,1.Chhatarpur (M),99575.0,2.Nowgong (M),33024.0,3.Maharajpur (NP),21490.0,1080.0,1075.0,1072.0,1033.0,287,185,970.0,238,98,NA,407,28,152,252.0,274,345,644,42.2,57.3,0.5,2001
325,MADHYA PRADESH,PANNA,856558,450549,406009,24.17,748374.0,NA,NA,NA,166649.0,5.0,901.0,931.0,131796,15.39,420622,265457,155165,61.36,73.33,47.97,420622.0,56247.0,136741.0,105010.0,59739.0,48604.0,13871.0,117405.0,231917.0,447757.0,59479.0,373605,261183,112422,482953,1.Chamar etc.,98095.0,2.Kumhar,18858.0,3.Koli etc.,16987.0,1.Hindus,820662,2.Muslims,30043,3.Jains,4534,1.Gond etc.,81219,2.Bharia Bhumia etc.,27830,3.Khairwar etc.,12264,1.Panna (M),45688.0,2.Ajaygarh (NP),13997.0,3.Pawai (NP),12004.0,955.0,948.0,941.0,836.0,368,NA,811.0,200,87,NA,230,15,109,194.0,159,241,675,21.7,76.9,1.3,2001
326,MADHYA PRADESH,SAGAR,2021987,1073205,948782,22.7,1431080.0,NA,NA,NA,376379.0,5.0,884.0,931.0,196472,9.72,1118993,700223,418770,67.73,79.41,54.35,1118993.0,23036.0,344354.0,343146.0,182697.0,160798.0,64817.0,256474.0,532270.0,1085128.0,148115.0,839763,637857,201906,1182224,1.Chamar etc.,290348.0,2.Chadar,39899.0,3.Koli etc.,18082.0,1.Hindus,1868720,2.Muslims,83815,3.Jains,59931,1.Gond etc.,104263,2.Saur,54842,3.Kol,17228,1.Sagar (M Corp.),232133.0,2.Bina -Etawa (M),51181.0,3.Khurai (M),31874.0,1901.0,1891.0,1887.0,1825.0,409,NA,1427.0,320,102,3,379,24,222,420.0,360,436,1240,50.2,48.4,1.4,2001
327,MADHYA PRADESH,DAMOH,1083949,570229,513720,20.46,879598.0,NA,NA,NA,218777.0,5.0,901.0,935.0,136175,12.56,548331,350142,198189,61.75,74.67,47.3,548331.0,12907.0,191662.0,165303.0,88125.0,68512.0,21804.0,136028.0,282493.0,586179.0,79249.0,486486,348890,137596,597463,1.Chamar etc.,143927.0,2.Basor etc.,23914.0,3.Chadar,14960.0,1.Hindus,1015688,2.Muslims,41288,3.Jains,23818,1.Gond etc.,117168,2.Saur,9933,3.Bhil etc.,1993,1.Damoh (M),112185.0,2.Hatta (M),28514.0,3.Patharia (NP),17185.0,1175.0,1172.0,1159.0,1103.0,391,NA,910.0,169,61,3,272,14,159,288.0,229,372,802,61.3,37.8,0.9,2001
328,MADHYA PRADESH,SATNA,1870104,971396,898708,27.52,1484551.0,NA,NA,NA,346977.0,5.0,925.0,930.0,268104,14.34,984833,611158,373675,64.61,77.14,51.05,984833.0,34085.0,270655.0,273238.0,176370.0,175804.0,54531.0,238135.0,501756.0,988261.0,141952.0,745244,554667,190577,1124860,1.Chamar etc.,203706.0,2.Kumhar,21959.0,3.Koli etc.,19433.0,1.Hindus,1811634,2.Muslims,50172,3.Jains,3162,1.Kol,180789,2.Gond etc.,59310,3.Korku etc.,11705,1.Satna (M Corp.),225464.0,2.Maihar (M),34342.0,3.Chitrakoot (NP),22279.0,1817.0,1811.0,1801.0,1683.0,576,NA,1389.0,370,196,3,456,33,202,481.0,316,554,1212,31.3,68.0,0.8,2001
329,MADHYA PRADESH,REWA,1973306,1016687,956619,26.84,1652743.0,NA,NA,NA,362657.0,5.0,941.0,926.0,254061,12.87,991410,621967,369443,62.01,75.65,47.58,991410.0,21059.0,259468.0,235155.0,181747.0,230974.0,62859.0,254674.0,547048.0,1009454.0,162130.0,862959,585034,277925,1110347,1.Chamar etc.,221048.0,2.Kumhar,32489.0,3.Koli etc.,20888.0,1.Hindus,1900712,2.Muslims,68651,3.Christians,1080,1.Kol,231405,2.Gond etc.,16070,3.Majhi,3846,1.Rewa (M Corp.),183274.0,2.Mauganj (NP),23024.0,3.Teonthar (NP),15254.0,2415.0,2398.0,2396.0,2263.0,840,NA,1545.0,473,333,6,607,27,250,399.0,266,681,1584,21.9,77.1,1.0,2001
330,MADHYA PRADESH,UMARIA,515963,265128,250835,22.58,432830.0,NA,NA,NA,102358.0,5.0,946.0,959.0,227250,44.04,247303,156899,90404,59.13,72.89,44.54,247303.0,16294.0,79522.0,71069.0,37845.0,32713.0,9839.0,67146.0,135911.0,278252.0,34654.0,217537,141725,75812,298426,1.Chamar etc.,17875.0,2.Kumhar,7238.0,3.Basor etc.,2238.0,1.Hindus,493821,2.Muslims,14867,3.Others,5720,1.Gond etc.,103142,2.Baiga,71113,3.Kol,43613,1.Umaria (M),26842.0,"2.Nowrozabad (Khodargama) (NP) 22,403",NA,3.Pali (NP),20942.0,589.0,588.0,583.0,541.0,266,NA,513.0,127,41,NA,157,10,66,144.0,88,190,348,19.1,79.4,1.5,2001
331,MADHYA PRADESH,SHAHDOL,1575303,804988,770315,18.87,1177149.0,NA,NA,NA,322125.0,5.0,957.0,972.0,700651,44.48,767630,480446,287184,58.71,71.8,44.99,767630.0,40999.0,226531.0,216891.0,124734.0,118502.0,39887.0,182108.0,402123.0,886508.0,104564.0,681924,453017,228907,893379,1.Chamar etc.,68159.0,2.Kumhar,20492.0,3.Basor etc.,6614.0,1.Hindus,1505070,2.Muslims,53668,3.Others,7293,1.Gond etc.,357023,2.Kol,108564,3.Baiga,107269,1.Shahdol (M),78624.0,"2.Dhanpuri Nargada Hari Dafai (M) 43,915",NA,3.Pasan (M),29565.0,1380.0,1377.0,1375.0,1233.0,724,NA,1297.0,291,166,2,846,41,101,325.0,292,459,926,23.2,75.8,0.9,2001
332,MADHYA PRADESH,SIDHI,1831152,947830,883322,33.28,1570121.0,NA,NA,NA,333916.0,5.0,932.0,953.0,547375,29.89,759929,508382,251547,52.27,67.36,35.98,759929.0,43052.0,282708.0,183880.0,109089.0,108311.0,31425.0,255392.0,540219.0,914326.0,121215.0,757585,544069,213516,1073567,1.Chamar etc.,140499.0,2.Kumhar,29331.0,3.Basor etc.,23719.0,1.Hindus,1760525,2.Muslims,58632,3.Others,6977,1.Gond etc.,256953,2.Kol,154944,3.Baiga,54711,1.Singrauli (M Corp.),185190.0,2.Sidhi (M),45700.0,3.Churhat (NP),13104.0,1754.0,1750.0,1744.0,1513.0,554,NA,1427.0,363,195,9,344,23,132,286.0,304,716,964,13.2,84.8,1.9,2001
333,MADHYA PRADESH,NEEMUCH,726070,372419,353651,21.25,523100.0,NA,NA,NA,136981.0,5.0,950.0,931.0,61790,8.51,403371,257619,145752,66.16,82.53,48.99,403371.0,10015.0,136773.0,118653.0,58700.0,57330.0,21828.0,80083.0,173707.0,416857.0,55423.0,348262,282243,66019,377808,1.Chamar etc.,37714.0,2.Meghwal,14347.0,3.Balahi etc.,12522.0,1.Hindus,651244,2.Muslims,56645,3.Jains,14626,1.Bhil etc.,58014,2.Gond etc.,1608,3.Bhil Mina,793,1.Neemuch (M),107663.0,2.Manasa (NP),22623.0,3.Rampura (NP),17757.0,674.0,674.0,674.0,669.0,178,NA,582.0,207,39,NA,168,20,98,449.0,259,269,339,63.2,34.9,1.9,2001
334,MADHYA PRADESH,MANDSAUR,1183724,605119,578605,23.67,963020.0,NA,NA,NA,216671.0,5.0,956.0,945.0,37526,3.17,694046,429667,264379,70.31,85.24,54.73,694046.0,29663.0,267830.0,201202.0,91746.0,77417.0,26142.0,134713.0,289725.0,665618.0,93668.0,570329,454507,115822,613395,1.Chamar etc.,88461.0,2.Balahi etc.,43411.0,3.Bagri etc.,26432.0,1.Hindus,1054413,2.Muslims,107010,3.Jains,19519,1.Bhil etc.,31807,2.Gond etc.,3610,3.Bhil Mina,1470,1.Mandsaur (M),116505.0,2.Shamgarh (NP),21507.0,3.Bhanpura (NP),16494.0,906.0,896.0,896.0,902.0,394,NA,830.0,224,98,1,300,39,90,538.0,300,292,575,38.8,59.1,2.0,2001
335,MADHYA PRADESH,RATLAM,1215393,620862,594531,24.97,846959.0,NA,NA,NA,217701.0,6.0,958.0,957.0,314704,25.89,672715,406791,265924,67.17,79.52,54.28,672715.0,69132.0,228073.0,170031.0,84966.0,83957.0,36427.0,145317.0,309425.0,674085.0,86566.0,547852,405049,142803,667541,1.Chamar etc.,50391.0,2.Balahi etc.,45692.0,3.Bagri etc.,30534.0,1.Hindus,1056199,2.Muslims,124158,3.Jains,28873,1.Bhil etc.,308093,2.Gond etc.,4633,3.Generic Tribes etc.,514,1.Ratlam (M Corp.),222202.0,2.Jaora (M),63859.0,3.Alot (NP),21513.0,1053.0,1027.0,1027.0,1029.0,336,NA,962.0,243,79,NA,200,20,70,581.0,356,517,575,33.6,64.1,2.2,2001
336,MADHYA PRADESH,UJJAIN,1710982,882871,828111,23.63,1048195.0,NA,NA,NA,298036.0,6.0,938.0,937.0,53230,3.11,1014882,613726,401156,70.86,83.05,57.87,1014882.0,77652.0,323692.0,263266.0,135370.0,143351.0,71378.0,189458.0,419064.0,951616.0,150844.0,755288,588377,166911,955694,1.Balahi etc.,156368.0,2.Chamar etc.,134810.0,3.Bagri etc.,74371.0,1.Hindus,1484134,2.Muslims,191839,3.Jains,24829,1.Bhil etc.,37565,2.Gond etc.,10231,3.Majhi,2962,1.Ujjain (M Corp.),430427.0,2.Nagda (M),96579.0,3.Badnagar (M),30977.0,1096.0,1084.0,1083.0,1096.0,42,47,1040.0,203,48,3,257,16,114,650.0,252,302,824,43.2,54.2,2.7,2001
337,MADHYA PRADESH,SHAJAPUR,1290685,669852,620833,24.87,1051455.0,NA,NA,NA,219796.0,6.0,927.0,935.0,35302,2.74,748357,456982,291375,70.86,83.29,57.42,748357.0,79478.0,311722.0,192607.0,79001.0,62864.0,22546.0,159993.0,331675.0,689926.0,109091.0,629791,436444,193347,660894,1.Balahi etc.,114184.0,2.Chamar etc.,113016.0,3.Bagri etc.,28266.0,1.Hindus,1132623,2.Muslims,142569,3.Jains,13536,1.Bhil etc.,31560,2.Gond etc.,1338,3.Kamar,806,1.Shajapur (M),50075.0,2.Shujalpur (M),42461.0,3.Agar (M),31207.0,1068.0,1064.0,1062.0,1061.0,198,NA,993.0,222,81,3,209,15,28,496.0,197,340,750,39.2,59.5,1.3,2001
338,MADHYA PRADESH,DEWAS,1308223,677866,630357,26.39,949876.0,NA,NA,NA,226155.0,6.0,930.0,930.0,215151,16.45,656369,422705,233664,60.94,75.74,45.03,656369.0,20245.0,220886.0,184452.0,102164.0,98489.0,30072.0,157265.0,346303.0,700742.0,103913.0,580422,429159,151263,727801,1.Balahi etc.,120514.0,2.Chamar etc.,73698.0,3.Bagri etc.,15184.0,1.Hindus,1158128,2.Muslims,137379,3.Jains,6767,1.Bhil etc.,107771,2.Korku etc.,65786,3.Gond etc.,37273,1.Dewas (M Corp.),231672.0,2.Khategaon (NP),21019.0,3.Hatpipalya (NP),15933.0,1061.0,1059.0,1057.0,1055.0,131,NA,944.0,228,62,2,356,25,173,680.0,187,237,803,42.8,54.1,3.1,2001
339,MADHYA PRADESH,JHABUA,1394561,702053,692508,23.56,1273530.0,NA,NA,NA,224588.0,6.0,986.0,973.0,1211116,86.85,396590,259123,137467,36.89,47.97,25.7,396590.0,59592.0,152538.0,83598.0,41016.0,42646.0,17109.0,221657.0,417796.0,681984.0,73124.0,732246,487387,244859,662315,1.Chamar etc.,10522.0,2.Dhanuk,9981.0,3.Kotwal,7337.0,1.Hindus,1330834,2.Christians,27259,3.Muslims,26356,1.Bhil etc.,1208969,2.Generic Tribes etc.,880,3.Gond etc.,437,1.Jhabua (M),30577.0,2.Alirajpur (M),25164.0,3.Thandla (NP),12685.0,1317.0,1304.0,1295.0,1227.0,632,NA,1216.0,336,105,NA,520,40,130,368.0,314,524,963,35.8,63.4,0.8,2001
340,MADHYA PRADESH,DHAR,1740329,890416,849913,27.29,1452145.0,NA,NA,NA,302701.0,6.0,955.0,943.0,948434,54.5,735243,470857,264386,52.45,65.75,38.57,735243.0,46530.0,253090.0,197874.0,101520.0,102712.0,33387.0,232371.0,471230.0,924049.0,112679.0,811415,595586,215829,928914,1.Balahi etc.,56349.0,2.Chamar etc.,30384.0,3.Bagri etc.,7147.0,1.Hindus,1632299,2.Muslims,91485,3.Jains,12397,1.Bhil etc.,942319,2.Gond etc.,3410,3.Generic Tribes etc.,660,1.Dhar (M),75374.0,2.Pithampur (NP),68080.0,3.Dhamnod (NP),26273.0,1473.0,1467.0,1454.0,1434.0,461,NA,1312.0,412,156,4,752,48,368,528.0,438,615,801,40.3,57.9,1.8,2001
341,MADHYA PRADESH,INDORE,2465827,1289352,1176475,40.82,735464.0,NA,NA,NA,447478.0,6.0,912.0,908.0,163872,6.65,1575436,926915,648521,75.15,84.6,64.81,1575436.0,25661.0,310857.0,370687.0,271803.0,367120.0,228758.0,253263.0,567352.0,1469787.0,175425.0,893669,766796,126873,1572158,1.Chamar etc.,125890.0,2.Balahi etc.,114251.0,3.Koli etc.,30533.0,1.Hindus,2066384,2.Muslims,287121,3.Jains,63037,1.Bhil etc.,147367,2.Gond etc.,5228,3.Generic Tribes etc.,2283,1.Indore (M Corp.),1474968.0,2.Mhow Cantt.(CB),87140.0,3.Rau (NP),20855.0,625.0,625.0,622.0,624.0,120,NA,574.0,195,66,4,227,38,97,447.0,208,313,309,66.7,31.1,2.2,2001
342,MADHYA PRADESH,WEST NIMAR,1529562,784604,744958,27.95,1294103.0,NA,NA,NA,264596.0,6.0,949.0,962.0,542762,35.48,780796,475854,304942,63.05,74.79,50.64,780796.0,66362.0,298139.0,208339.0,91535.0,86634.0,29655.0,201134.0,411351.0,809759.0,107318.0,704439,589450,114989,825123,1.Balahi etc.,133841.0,2.Chamar etc.,19401.0,3.Koli etc.,5663.0,1.Hindus,1409370,2.Muslims,108719,3.Jains,6273,1.Bhil etc.,535748,2.Korku etc.,2987,3.Gond etc.,1343,1.Khargone(M),85890.0,2.Sanawad (M),34114.0,3.Barwaha (M),23509.0,1181.0,1174.0,1169.0,1159.0,424,NA,1093.0,425,154,7,375,59,238,529.0,437,502,677,30.7,66.7,2.6,2001
343,MADHYA PRADESH,BARWANI,1081441,548609,532832,29.87,923466.0,NA,NA,NA,170365.0,6.0,971.0,970.0,724735,67.02,350354,218053,132301,41.53,50.96,31.82,350354.0,26415.0,133509.0,91173.0,42023.0,42096.0,15095.0,165669.0,310876.0,531986.0,72910.0,523750,390220,133530,557691,1.Balahi etc.,23465.0,2.Koli etc.,21110.0,3.Kotwal,6029.0,1.Hindus,1026644,2.Muslims,45821,3.Christians,3636,1.Bhil etc.,716380,2.Korku etc.,5022,3.Oraon etc.,1474,1.Sendhwa (M),48941.0,2.Barwani (M),43232.0,3.Anjad (NP),22882.0,711.0,709.0,694.0,611.0,217,NA,664.0,218,58,1,257,41,122,172.0,156,197,527,27.1,69.5,3.5,2001
344,MADHYA PRADESH,EAST NIMAR,1713134,884966,828168,19.31,1253213.0,NA,NA,NA,306979.0,6.0,936.0,941.0,508532,29.68,866818,534903,331915,61.76,73.73,48.95,866818.0,25907.0,355242.0,239858.0,99054.0,107944.0,38579.0,213954.0,453105.0,922618.0,123457.0,752695,628376,124319,960439,1.Balahi etc.,92157.0,2.Mahar etc.,35829.0,3.Chamar etc.,25017.0,1.Hindus,1438583,2.Muslims,241897,3.Buddhists,17919,1.Bhil etc.,256589,2.Korku etc.,206809,3.Gond etc.,30869,1.Burhanpur (M Corp.),193725.0,2.Khandwa (M Corp.),172242.0,3.Nepanagar (M),31638.0,1054.0,1051.0,1049.0,1012.0,310,NA,995.0,259,102,NA,477,60,234,582.0,329,394,731,32.2,62.7,5.2,2001
345,MADHYA PRADESH,RAJGARH,1254085,649106,604979,26.24,1036763.0,NA,NA,NA,216168.0,6.0,932.0,937.0,47370,3.78,548640,365919,182721,53.7,69.14,37.1,548640.0,34253.0,210266.0,148503.0,71331.0,62187.0,21871.0,157745.0,327914.0,660530.0,107896.0,625494,438139,187355,628591,1.Chamar etc.,141822.0,2.Balahi etc.,40152.0,3.Bhangi etc.,6774.0,1.Hindus,1166394,2.Muslims,83895,3.Jains,1854,1.Bhil etc.,36794,2.Gond etc.,8617,3.Sahariya etc.,1230,1.Biaora (M),37925.0,2.Sarangpur (M),32294.0,3.Narsinghgarh (M),27723.0,1677.0,1671.0,1669.0,1664.0,574,NA,1354.0,249,101,4,205,23,28,427.0,174,320,1018,40.9,57.7,1.4,2001
